timestamp,R1_1,R1_2,R1_3,R1_4,R1_5,R1_6,R1_7,R1_8,R1_9,R1_10,R1_11,R1_12,R2_1,R2_2,R2_3,R2_4,R2_5,R2_6,R2_7,R2_8,R2_9,R2_10,R2_11,R2_12,R3_1,R3_2,R3_3,R3_4,R3_5,R3_6,R3_7,R3_8,R3_9,R3_10,R3_11,R3_12,R4_1,R4_2,R4_3,R4_4,R4_5,R4_6,R4_7,R4_8,R4_9,R4_10,R4_11,R4_12,Label,Class
1686748940.0433211,36.0626,-0.0348,23.9791,0.0293,28.3455,1.2161,32.6925,-0.9497,39.0112,-4.5033,18.7196,2.760600',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',117.8739,-0.7395,49.1012,-2.2623,22.9644,-0.3812,74.6246,2.2555,18.9415,3.3415,15.741,-2.516100',screw,4
1686748940.254073,39.1494,-0.035,23.4976,0.0309,28.9659,1.1895,30.9707,-0.9892,39.8533,-4.489,18.84,2.727300',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',136.2293,-0.6874,41.5313,-2.1478,29.888,-0.0682,240.2244,-1.0483,18.2347,3.2866,17.1122,-2.419100',screw,4
1686748940.4647734,36.4813,-0.0445,23.852,0.0291,28.5688,1.1421,30.3819,-1.0063,40.4778,-4.4783,18.8601,2.732800',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',142.7576,-0.8262,39.8269,-2.1096,31.238,0.0317,104.2598,-0.9532,18.6193,3.321,17.6675,-2.384000',screw,4
1686748940.6754143,35.7457,-0.0274,22.4934,0.0467,28.8746,1.1517,30.3657,-1.0125,39.1632,-4.4717,19.0794,2.751200',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',146.3609,-0.6973,39.9315,-2.1172,31.6012,0.0674,99.3998,-0.9425,16.4942,3.4061,17.6809,-2.389200',screw,4
1686748940.886104,36.1607,-0.0071,22.7235,0.0316,28.664,1.1768,29.8699,-1.0084,40.0549,-4.4897,19.5306,2.744100',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',129.3826,-0.671,41.4494,-2.1319,31.6917,0.0344,115.5457,-0.9686,16.8289,3.4369,17.6015,-2.393000',screw,4
1686748941.0968027,35.3863,-0.0102,22.9331,0.0296,28.5412,1.1319,29.3933,-1.023,41.3968,-4.5019,19.5779,2.729500',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',123.1212,-0.5791,40.5151,-2.117,31.0876,0.0202,102.0508,-0.9716,19.5305,3.3709,18.3536,-2.352000',screw,4
1686748941.3074908,36.2686,-0.0436,22.8078,0.0314,29.0939,1.1731,29.2631,-1.0092,40.5657,-4.4567,19.8654,2.716500',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',136.4444,-0.7001,40.4556,-2.1389,31.4067,0.0197,90.3361,-0.9504,16.7483,3.4203,18.251,-2.355200',screw,4
1686748941.5181687,36.4424,-0.0283,23.224,0.0198,28.7974,1.1499,28.7055,-1.0057,40.2844,-4.494,19.7075,2.713100',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',137.0995,-0.7303,40.5487,-2.1233,31.9152,0.0561,90.8876,-0.978,17.1254,3.4518,18.2652,-2.358800',screw,4
1686748941.728871,37.592,-0.0121,22.8463,0.0259,29.2474,1.1412,28.5727,-1.0091,40.6437,-4.4769,20.1615,2.747300',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',138.7268,-0.7384,40.8443,-2.1318,32.4216,0.0756,82.8646,-0.9504,17.3407,3.4628,18.2924,-2.358900',screw,4
1686748941.9395585,34.2811,0.0052,23.5681,0.0095,29.2359,1.1595,28.5882,-0.9818,42.8985,-4.4724,20.7767,2.729500',1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.000000',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000000',152.2896,-0.6163,38.9377,-2.0585,33.9629,0.4719,50.839,-0.8677,21.9203,-2.3529,17.1222,-2.476300',screw,4
